delta,fps,pixel,device_type,cpu,memory,consumption,gpu,in_time,consumer_location,cumm_net_delay,latency_slo
31,15,1080,PC,0,10,83,14,True,Xavier,68,False
30,15,1080,PC,1,10,84,21,True,Xavier,67,False
30,15,1080,PC,2,10,84,13,True,Xavier,67,False
31,15,1080,PC,0,10,83,13,True,Xavier,68,False
30,15,1080,PC,0,10,83,12,True,Xavier,67,False
31,15,1080,PC,0,10,83,12,True,Xavier,68,False
30,15,1080,PC,0,10,83,14,True,Xavier,67,False
27,15,1080,PC,1,10,84,22,True,Xavier,64,False
30,15,1080,PC,4,10,86,13,True,Xavier,67,False
31,15,1080,PC,0,10,83,13,True,Xavier,68,False
31,15,1080,PC,0,10,83,12,True,Xavier,68,False
31,15,1080,PC,0,10,83,12,True,Xavier,68,False
30,15,1080,PC,0,10,83,23,True,Xavier,67,False
31,15,1080,PC,0,10,83,13,True,Xavier,68,False
31,15,1080,PC,3,10,85,12,True,Xavier,68,False
31,15,1080,PC,0,10,83,12,True,Xavier,68,False
30,15,1080,PC,0,10,83,11,True,Xavier,67,False
30,15,1080,PC,1,10,83,11,True,Xavier,67,False
30,15,1080,PC,1,10,83,23,True,Xavier,67,False
31,15,1080,PC,0,10,83,13,True,Xavier,68,False
31,15,1080,PC,3,10,85,12,True,Xavier,68,False
31,15,1080,PC,0,10,83,12,True,Xavier,68,False
30,15,1080,PC,0,10,83,13,True,Xavier,67,False
30,15,1080,PC,0,10,83,11,True,Xavier,67,False
30,15,1080,PC,0,10,83,24,True,Xavier,67,False
30,15,1080,PC,0,10,83,12,True,Xavier,67,False
31,15,1080,PC,3,10,85,12,True,Xavier,68,False
31,15,1080,PC,0,10,83,12,True,Xavier,68,False
30,15,1080,PC,0,10,83,12,True,Xavier,67,False
31,15,1080,PC,0,10,83,11,True,Xavier,68,False
30,15,1080,PC,0,10,83,25,True,Xavier,67,False
30,15,1080,PC,0,10,83,14,True,Xavier,67,False
31,15,1080,PC,3,10,85,14,True,Xavier,68,False
30,15,1080,PC,1,10,83,11,True,Xavier,67,False
30,15,1080,PC,0,10,83,18,True,Xavier,67,False
30,15,1080,PC,0,10,83,16,True,Xavier,67,False
31,15,1080,PC,0,10,82,14,True,Xavier,68,False
30,15,1080,PC,0,10,83,14,True,Xavier,67,False
31,15,1080,PC,3,10,85,11,True,Xavier,68,False
30,15,1080,PC,0,10,83,20,True,Xavier,67,False
30,15,1080,PC,1,10,83,15,True,Xavier,67,False
31,15,1080,PC,0,10,83,15,True,Xavier,68,False
30,15,1080,PC,0,10,83,12,True,Xavier,67,False
31,15,1080,PC,0,10,83,12,True,Xavier,68,False
31,15,1080,PC,1,10,84,19,True,Xavier,68,False
30,15,1080,PC,2,10,84,16,True,Xavier,67,False
30,15,1080,PC,0,10,83,16,True,Xavier,67,False
31,15,1080,PC,0,10,83,11,True,Xavier,68,False
31,15,1080,PC,0,10,83,11,True,Xavier,68,False
31,15,1080,PC,0,10,83,24,True,Xavier,68,False
30,15,1080,PC,0,10,83,13,True,Xavier,67,False
31,15,1080,PC,2,10,84,13,True,Xavier,68,False
30,15,1080,PC,0,10,83,13,True,Xavier,67,False
30,15,1080,PC,0,10,83,11,True,Xavier,67,False
31,15,1080,PC,0,10,83,21,True,Xavier,68,False
31,15,1080,PC,1,10,83,16,True,Xavier,68,False
31,15,1080,PC,0,10,83,16,True,Xavier,68,False
15,15,1080,PC,3,10,85,12,True,Xavier,52,False
31,15,1080,PC,0,10,83,11,True,Xavier,68,False
30,15,1080,PC,0,10,83,12,True,Xavier,67,False
30,15,1080,PC,0,10,83,21,True,Xavier,67,False
31,15,1080,PC,0,10,83,17,True,Xavier,68,False
31,15,1080,PC,0,10,83,17,True,Xavier,68,False
31,15,1080,PC,3,10,85,13,True,Xavier,68,False
31,15,1080,PC,0,10,83,15,True,Xavier,68,False
30,15,1080,PC,0,10,83,17,True,Xavier,67,False
31,15,1080,PC,0,10,83,14,True,Xavier,68,False
31,15,1080,PC,0,10,83,14,True,Xavier,68,False
31,15,1080,PC,0,10,83,13,True,Xavier,68,False
31,15,1080,PC,1,10,84,12,True,Xavier,68,False
30,15,1080,PC,1,10,83,22,True,Xavier,67,False
30,15,1080,PC,0,10,83,13,True,Xavier,67,False
31,15,1080,PC,0,10,83,13,True,Xavier,68,False
30,15,1080,PC,1,10,83,12,True,Xavier,67,False
31,15,1080,PC,0,10,83,13,True,Xavier,68,False
31,15,1080,PC,1,10,84,21,True,Xavier,68,False
30,15,1080,PC,2,10,84,17,True,Xavier,67,False
30,15,1080,PC,0,10,83,17,True,Xavier,67,False
30,15,1080,PC,0,10,83,12,True,Xavier,67,False
30,15,1080,PC,0,10,83,11,True,Xavier,67,False
31,15,1080,PC,0,10,83,18,True,Xavier,68,False
30,15,1080,PC,0,10,83,18,True,Xavier,67,False
30,15,1080,PC,2,10,84,12,True,Xavier,67,False
30,15,1080,PC,0,10,83,12,True,Xavier,67,False
30,15,1080,PC,0,10,83,12,True,Xavier,67,False
31,15,1080,PC,0,10,83,11,True,Xavier,68,False
31,15,1080,PC,0,10,83,23,True,Xavier,68,False
30,15,1080,PC,0,10,83,14,True,Xavier,67,False
31,15,1080,PC,3,10,85,14,True,Xavier,68,False
30,15,1080,PC,0,10,83,12,True,Xavier,67,False
31,15,1080,PC,0,10,83,12,True,Xavier,68,False
31,15,1080,PC,0,10,83,21,True,Xavier,68,False
31,15,1080,PC,0,10,83,15,True,Xavier,68,False
31,15,1080,PC,0,10,83,15,True,Xavier,68,False
31,15,1080,PC,3,10,85,11,True,Xavier,68,False
30,15,1080,PC,0,10,83,11,True,Xavier,67,False
30,15,1080,PC,0,10,83,21,True,Xavier,67,False
30,15,1080,PC,0,10,83,14,True,Xavier,67,False
31,15,1080,PC,1,10,84,14,True,Xavier,68,False
30,15,1080,PC,0,10,83,14,True,Xavier,67,False
31,15,1080,PC,3,10,85,12,True,Xavier,68,False
30,15,1080,PC,0,10,83,19,True,Xavier,67,False
30,15,1080,PC,1,10,83,16,True,Xavier,67,False
31,15,1080,PC,1,10,84,12,True,Xavier,68,False
31,15,1080,PC,0,10,83,12,True,Xavier,68,False
31,15,1080,PC,0,10,83,14,True,Xavier,68,False
30,15,1080,PC,3,10,85,16,True,Xavier,67,False
31,15,1080,PC,2,10,84,20,True,Xavier,68,False
31,15,1080,PC,2,10,84,12,True,Xavier,68,False
31,15,1080,PC,1,10,84,12,True,Xavier,68,False
31,15,1080,PC,1,10,83,12,True,Xavier,68,False
31,15,1080,PC,3,10,85,14,True,Xavier,68,False
30,15,1080,PC,1,10,84,22,True,Xavier,67,False
31,15,1080,PC,1,10,84,12,True,Xavier,68,False
31,15,1080,PC,1,10,84,12,True,Xavier,68,False
31,15,1080,PC,1,10,84,13,True,Xavier,68,False
30,15,1080,PC,0,10,82,11,True,Xavier,67,False
31,15,1080,PC,1,10,84,23,True,Xavier,68,False
31,15,1080,PC,0,10,83,13,True,Xavier,68,False
31,15,1080,PC,2,10,84,12,True,Xavier,68,False
31,15,1080,PC,0,10,83,12,True,Xavier,68,False
16,15,1080,PC,0,10,83,11,True,Xavier,53,False
31,15,1080,PC,0,10,83,12,True,Xavier,68,False
31,15,1080,PC,0,10,83,22,True,Xavier,68,False
30,15,1080,PC,0,10,83,13,True,Xavier,67,False
31,15,1080,PC,4,10,86,12,True,Xavier,68,False
30,15,1080,PC,0,10,83,12,True,Xavier,67,False
30,15,1080,PC,0,10,83,11,True,Xavier,67,False
31,15,1080,PC,0,10,83,12,True,Xavier,68,False
31,15,1080,PC,1,10,84,22,True,Xavier,68,False
30,15,1080,PC,0,10,83,13,True,Xavier,67,False
31,15,1080,PC,2,10,84,13,True,Xavier,68,False
31,15,1080,PC,0,10,83,12,True,Xavier,68,False
31,15,1080,PC,0,10,83,12,True,Xavier,68,False
31,15,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,3,10,85,7,True,Xavier,68,False
31,20,1080,PC,1,10,83,22,True,Xavier,68,False
31,20,1080,PC,5,10,87,14,True,Xavier,68,False
30,20,1080,PC,2,10,84,14,True,Xavier,67,False
31,20,1080,PC,0,10,83,14,True,Xavier,68,False
31,20,1080,PC,0,10,83,20,True,Xavier,68,False
31,20,1080,PC,0,10,83,20,True,Xavier,68,False
31,20,1080,PC,0,10,83,15,True,Xavier,68,False
31,20,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,3,10,85,13,True,Xavier,68,False
31,20,1080,PC,2,10,84,13,True,Xavier,68,False
31,20,1080,PC,0,10,83,12,True,Xavier,68,False
31,20,1080,PC,1,10,83,22,True,Xavier,68,False
31,20,1080,PC,2,10,84,22,True,Xavier,68,False
31,20,1080,PC,0,10,83,13,True,Xavier,68,False
30,20,1080,PC,1,10,83,22,True,Xavier,67,False
15,20,1080,PC,2,10,84,13,True,Xavier,52,False
31,20,1080,PC,0,10,83,13,True,Xavier,68,False
31,20,1080,PC,0,10,83,11,True,Xavier,68,False
31,20,1080,PC,2,10,84,24,True,Xavier,68,False
31,20,1080,PC,1,10,83,24,True,Xavier,68,False
30,20,1080,PC,2,10,84,15,True,Xavier,67,False
31,20,1080,PC,1,10,84,14,True,Xavier,68,False
31,20,1080,PC,2,10,84,21,True,Xavier,68,False
31,20,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,0,10,83,12,True,Xavier,68,False
31,20,1080,PC,1,10,84,15,True,Xavier,68,False
30,20,1080,PC,0,10,83,22,True,Xavier,67,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
30,20,1080,PC,0,10,83,11,True,Xavier,67,False
15,20,1080,PC,3,10,85,22,True,Xavier,52,False
31,20,1080,PC,0,10,83,12,True,Xavier,68,False
31,20,1080,PC,2,10,84,12,True,Xavier,68,False
31,20,1080,PC,2,10,84,13,True,Xavier,68,False
31,20,1080,PC,2,10,84,23,True,Xavier,68,False
31,20,1080,PC,1,10,84,23,True,Xavier,68,False
30,20,1080,PC,3,10,85,12,True,Xavier,67,False
31,20,1080,PC,2,10,84,17,True,Xavier,68,False
31,20,1080,PC,0,10,83,19,True,Xavier,68,False
31,20,1080,PC,2,10,84,19,True,Xavier,68,False
31,20,1080,PC,0,10,83,12,True,Xavier,68,False
31,20,1080,PC,0,10,83,25,True,Xavier,68,False
31,20,1080,PC,0,10,83,25,True,Xavier,68,False
31,20,1080,PC,1,10,83,12,True,Xavier,68,False
32,20,1080,PC,3,10,85,13,True,Xavier,69,False
31,20,1080,PC,2,10,84,22,True,Xavier,68,False
30,20,1080,PC,0,10,83,22,True,Xavier,67,False
31,20,1080,PC,0,10,83,12,True,Xavier,68,False
31,20,1080,PC,5,10,87,23,True,Xavier,68,False
30,20,1080,PC,1,10,83,14,True,Xavier,67,False
30,20,1080,PC,0,10,82,14,True,Xavier,67,False
31,20,1080,PC,3,10,85,12,True,Xavier,68,False
30,20,1080,PC,0,10,83,22,True,Xavier,67,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
31,20,1080,PC,0,10,83,13,True,Xavier,68,False
31,20,1080,PC,2,10,84,16,True,Xavier,68,False
31,20,1080,PC,2,10,84,20,True,Xavier,68,False
31,20,1080,PC,0,10,83,20,True,Xavier,68,False
31,20,1080,PC,2,10,84,13,True,Xavier,68,False
31,20,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,1,10,84,14,True,Xavier,68,False
31,20,1080,PC,0,10,83,14,True,Xavier,68,False
31,20,1080,PC,0,10,83,13,True,Xavier,68,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
30,20,1080,PC,2,10,84,22,True,Xavier,67,False
31,20,1080,PC,2,10,84,13,True,Xavier,68,False
31,20,1080,PC,0,10,83,16,True,Xavier,68,False
31,20,1080,PC,2,10,84,18,True,Xavier,68,False
31,20,1080,PC,1,10,83,18,True,Xavier,68,False
31,20,1080,PC,0,10,83,14,True,Xavier,68,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
31,20,1080,PC,4,10,86,12,True,Xavier,68,False
31,20,1080,PC,2,10,84,12,True,Xavier,68,False
31,20,1080,PC,0,10,83,12,True,Xavier,68,False
31,20,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,0,10,83,17,True,Xavier,68,False
30,20,1080,PC,0,10,83,17,True,Xavier,67,False
31,20,1080,PC,3,10,85,17,True,Xavier,68,False
30,20,1080,PC,0,10,83,17,True,Xavier,67,False
31,20,1080,PC,0,10,83,11,True,Xavier,68,False
31,20,1080,PC,1,10,83,21,True,Xavier,68,False
31,20,1080,PC,1,10,83,21,True,Xavier,68,False
30,20,1080,PC,0,10,83,16,True,Xavier,67,False
31,20,1080,PC,2,10,84,16,True,Xavier,68,False
31,20,1080,PC,4,10,86,18,True,Xavier,68,False
31,20,1080,PC,2,10,84,18,True,Xavier,68,False
30,20,1080,PC,0,10,83,11,True,Xavier,67,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
31,20,1080,PC,2,10,84,22,True,Xavier,68,False
30,20,1080,PC,2,10,84,15,True,Xavier,67,False
31,20,1080,PC,0,10,83,15,True,Xavier,68,False
31,20,1080,PC,2,10,84,20,True,Xavier,68,False
30,20,1080,PC,2,10,84,20,True,Xavier,67,False
31,20,1080,PC,1,10,83,11,True,Xavier,68,False
30,20,1080,PC,0,10,83,23,True,Xavier,67,False
31,20,1080,PC,0,10,83,23,True,Xavier,68,False
31,20,1080,PC,0,10,83,15,True,Xavier,68,False
31,20,1080,PC,0,10,83,13,True,Xavier,68,False
31,20,1080,PC,1,10,84,23,True,Xavier,68,False
31,20,1080,PC,2,10,84,23,True,Xavier,68,False
15,20,1080,PC,0,10,82,13,True,Xavier,52,False
0,20,1080,PC,0,10,82,11,True,Xavier,37,True
15,20,1080,PC,0,10,82,3,True,Xavier,52,False
15,20,1080,PC,0,10,82,3,True,Xavier,52,False
15,20,1080,PC,0,10,83,2,True,Xavier,52,False
0,20,1080,PC,1,10,83,3,True,Xavier,37,True
15,20,1080,PC,1,10,83,3,True,Xavier,52,False
15,20,1080,PC,0,10,82,2,True,Xavier,52,False
15,20,1080,PC,0,10,82,3,True,Xavier,52,False
15,20,1080,PC,0,10,82,3,True,Xavier,52,False
15,20,1080,PC,0,10,82,3,True,Xavier,52,False
15,20,1080,PC,0,10,82,2,True,Xavier,52,False
15,20,1080,PC,1,10,83,3,True,Xavier,52,False
0,20,1080,PC,2,10,84,3,True,Xavier,37,True
15,20,1080,PC,0,10,82,2,True,Xavier,52,False
15,20,1080,PC,0,10,82,2,True,Xavier,52,False
15,20,1080,PC,0,10,82,3,True,Xavier,52,False
15,20,1080,PC,0,10,82,3,True,Xavier,52,False
15,20,1080,PC,0,10,82,2,True,Xavier,52,False
15,20,1080,PC,2,10,84,7,True,Xavier,52,False
15,20,1080,PC,2,10,84,7,True,Xavier,52,False
15,20,1080,PC,0,10,83,7,True,Xavier,52,False
15,20,1080,PC,0,10,83,7,True,Xavier,52,False
15,20,1080,PC,1,10,83,13,True,Xavier,52,False
15,20,1080,PC,0,10,83,13,True,Xavier,52,False
15,20,1080,PC,0,10,83,7,True,Xavier,52,False
15,20,1080,PC,2,10,84,12,True,Xavier,52,False
15,20,1080,PC,1,10,83,8,True,Xavier,52,False
15,20,1080,PC,0,10,83,8,True,Xavier,52,False
15,20,1080,PC,1,10,83,10,True,Xavier,52,False
31,20,1080,PC,0,10,83,13,True,Xavier,68,False
15,20,1080,PC,0,10,83,20,True,Xavier,52,False
31,20,1080,PC,3,10,85,14,True,Xavier,68,False
15,20,1080,PC,2,10,84,14,True,Xavier,52,False
31,20,1080,PC,1,10,84,11,True,Xavier,68,False
31,20,1080,PC,0,10,83,15,True,Xavier,68,False
31,20,1080,PC,0,10,83,23,True,Xavier,68,False
31,20,1080,PC,0,10,83,23,True,Xavier,68,False
31,20,1080,PC,0,10,83,11,True,Xavier,68,False
31,20,1080,PC,3,10,85,21,True,Xavier,68,False
31,20,1080,PC,1,10,83,13,True,Xavier,68,False
31,20,1080,PC,1,10,84,13,True,Xavier,68,False
31,20,1080,PC,0,10,83,11,True,Xavier,68,False
31,20,1080,PC,0,10,83,24,True,Xavier,68,False
31,20,1080,PC,0,10,83,24,True,Xavier,68,False
31,20,1080,PC,2,10,84,13,True,Xavier,68,False
31,20,1080,PC,4,10,86,16,True,Xavier,68,False
31,20,1080,PC,0,10,83,18,True,Xavier,68,False
31,20,1080,PC,0,10,83,18,True,Xavier,68,False
31,20,1080,PC,1,10,83,11,True,Xavier,68,False
31,20,1080,PC,0,10,83,23,True,Xavier,68,False
31,20,1080,PC,0,10,83,23,True,Xavier,68,False
30,20,1080,PC,0,10,83,14,True,Xavier,67,False
31,20,1080,PC,2,10,84,15,True,Xavier,68,False
31,20,1080,PC,2,10,84,19,True,Xavier,68,False
31,20,1080,PC,0,10,83,19,True,Xavier,68,False
31,20,1080,PC,0,10,83,13,True,Xavier,68,False
30,20,1080,PC,0,10,83,23,True,Xavier,67,False
31,20,1080,PC,1,10,83,13,True,Xavier,68,False
30,20,1080,PC,0,10,83,13,True,Xavier,67,False
31,20,1080,PC,3,10,85,12,True,Xavier,68,False
31,20,1080,PC,0,10,83,20,True,Xavier,68,False
31,20,1080,PC,0,10,83,15,True,Xavier,68,False
31,20,1080,PC,0,10,83,15,True,Xavier,68,False
31,20,1080,PC,0,10,83,14,True,Xavier,68,False
31,20,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,3,10,85,13,True,Xavier,68,False
31,20,1080,PC,0,10,83,18,True,Xavier,68,False
31,20,1080,PC,0,10,83,16,True,Xavier,68,False
30,20,1080,PC,0,10,83,16,True,Xavier,67,False
31,20,1080,PC,0,10,83,14,True,Xavier,68,False
31,20,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,4,10,86,13,True,Xavier,68,False
31,20,1080,PC,0,10,83,19,True,Xavier,68,False
31,20,1080,PC,0,10,83,17,True,Xavier,68,False
31,20,1080,PC,0,10,83,17,True,Xavier,68,False
31,20,1080,PC,0,10,83,13,True,Xavier,68,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
31,20,1080,PC,3,10,85,13,True,Xavier,68,False
31,20,1080,PC,0,10,83,16,True,Xavier,68,False
31,20,1080,PC,0,10,83,20,True,Xavier,68,False
31,20,1080,PC,1,10,83,20,True,Xavier,68,False
31,20,1080,PC,0,10,83,13,True,Xavier,68,False
30,20,1080,PC,0,10,83,20,True,Xavier,67,False
31,20,1080,PC,0,10,83,15,True,Xavier,68,False
31,20,1080,PC,3,10,85,15,True,Xavier,68,False
31,20,1080,PC,0,10,83,11,True,Xavier,68,False
31,20,1080,PC,0,10,83,23,True,Xavier,68,False
30,20,1080,PC,0,10,83,23,True,Xavier,67,False
31,20,1080,PC,0,10,83,14,True,Xavier,68,False
31,20,1080,PC,0,10,83,18,True,Xavier,68,False
31,20,1080,PC,0,10,83,17,True,Xavier,68,False
31,20,1080,PC,3,10,85,17,True,Xavier,68,False
31,20,1080,PC,0,10,83,11,True,Xavier,68,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
31,20,1080,PC,0,10,83,15,True,Xavier,68,False
31,20,1080,PC,1,10,84,16,True,Xavier,68,False
31,20,1080,PC,0,10,83,18,True,Xavier,68,False
31,20,1080,PC,2,10,84,18,True,Xavier,68,False
31,20,1080,PC,0,10,83,12,True,Xavier,68,False
31,20,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,0,10,82,16,True,Xavier,68,False
30,20,1080,PC,1,10,83,16,True,Xavier,67,False
31,20,1080,PC,0,10,83,19,True,Xavier,68,False
31,20,1080,PC,3,10,85,19,True,Xavier,68,False
31,20,1080,PC,0,10,83,12,True,Xavier,68,False
31,20,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,0,10,83,15,True,Xavier,68,False
31,20,1080,PC,0,10,83,15,True,Xavier,68,False
31,20,1080,PC,0,10,83,12,True,Xavier,68,False
31,20,1080,PC,2,10,84,21,True,Xavier,68,False
31,20,1080,PC,1,10,84,13,True,Xavier,68,False
30,20,1080,PC,0,10,83,13,True,Xavier,67,False
31,20,1080,PC,0,10,83,12,True,Xavier,68,False
31,20,1080,PC,0,10,83,24,True,Xavier,68,False
31,20,1080,PC,0,10,83,12,True,Xavier,68,False
31,20,1080,PC,0,10,83,12,True,Xavier,68,False
31,20,1080,PC,3,10,85,13,True,Xavier,68,False
31,20,1080,PC,1,10,83,21,True,Xavier,68,False
31,20,1080,PC,1,10,83,21,True,Xavier,68,False
31,20,1080,PC,0,10,83,13,True,Xavier,68,False
30,20,1080,PC,0,10,83,16,True,Xavier,67,False
31,20,1080,PC,0,10,83,20,True,Xavier,68,False
30,20,1080,PC,0,10,83,20,True,Xavier,67,False
31,20,1080,PC,4,10,86,12,True,Xavier,68,False
31,20,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,0,10,83,13,True,Xavier,68,False
31,20,1080,PC,0,10,83,13,True,Xavier,68,False
31,20,1080,PC,1,10,83,14,True,Xavier,68,False
30,20,1080,PC,0,10,83,22,True,Xavier,67,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
31,20,1080,PC,3,10,85,12,True,Xavier,68,False
31,20,1080,PC,0,10,83,17,True,Xavier,68,False
31,20,1080,PC,0,10,83,18,True,Xavier,68,False
31,20,1080,PC,0,10,83,18,True,Xavier,68,False
30,20,1080,PC,1,10,83,14,True,Xavier,67,False
31,20,1080,PC,1,10,83,21,True,Xavier,68,False
30,20,1080,PC,0,10,83,13,True,Xavier,67,False
31,20,1080,PC,2,10,84,13,True,Xavier,68,False
31,20,1080,PC,1,10,83,12,True,Xavier,68,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
31,20,1080,PC,0,10,83,14,True,Xavier,68,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
30,20,1080,PC,0,10,83,13,True,Xavier,67,False
31,20,1080,PC,3,10,85,13,True,Xavier,68,False
31,20,1080,PC,0,10,83,12,True,Xavier,68,False
30,20,1080,PC,0,10,82,21,True,Xavier,67,False
30,20,1080,PC,0,10,83,21,True,Xavier,67,False
31,20,1080,PC,0,10,83,15,True,Xavier,68,False
30,20,1080,PC,0,10,83,17,True,Xavier,67,False
31,20,1080,PC,0,10,83,18,True,Xavier,68,False
31,20,1080,PC,3,10,85,18,True,Xavier,68,False
31,20,1080,PC,2,10,84,11,True,Xavier,68,False
35,20,1080,PC,0,10,83,23,True,Xavier,72,False
31,20,1080,PC,1,10,83,23,True,Xavier,68,False
31,20,1080,PC,0,10,83,16,True,Xavier,68,False
31,20,1080,PC,0,10,83,16,True,Xavier,68,False
31,20,1080,PC,0,10,83,20,True,Xavier,68,False
31,20,1080,PC,3,10,85,20,True,Xavier,68,False
31,20,1080,PC,0,10,83,11,True,Xavier,68,False
30,20,1080,PC,0,10,83,21,True,Xavier,67,False
31,20,1080,PC,0,10,83,16,True,Xavier,68,False
31,20,1080,PC,1,10,83,16,True,Xavier,68,False
31,20,1080,PC,0,10,83,11,True,Xavier,68,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
31,20,1080,PC,3,10,85,22,True,Xavier,68,False
31,20,1080,PC,0,10,83,13,True,Xavier,68,False
31,20,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,0,10,83,16,True,Xavier,68,False
31,20,1080,PC,0,10,83,16,True,Xavier,68,False
31,20,1080,PC,0,10,83,12,True,Xavier,68,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
32,20,1080,PC,3,10,85,22,True,Xavier,69,False
30,20,1080,PC,0,10,83,13,True,Xavier,67,False
31,20,1080,PC,0,10,83,21,True,Xavier,68,False
31,20,1080,PC,0,10,83,15,True,Xavier,68,False
31,20,1080,PC,1,10,83,15,True,Xavier,68,False
31,20,1080,PC,2,10,84,14,True,Xavier,68,False
31,20,1080,PC,2,10,84,21,True,Xavier,68,False
31,20,1080,PC,3,10,85,21,True,Xavier,68,False
30,20,1080,PC,1,10,83,11,True,Xavier,67,False
31,20,1080,PC,0,10,83,22,True,Xavier,68,False
31,20,1080,PC,1,10,84,16,True,Xavier,68,False
31,20,1080,PC,1,10,83,16,True,Xavier,68,False
31,25,1080,PC,1,10,83,11,True,Xavier,68,False
31,25,1080,PC,0,10,83,15,True,Xavier,68,False
31,25,1080,PC,4,10,86,22,True,Xavier,68,False
31,25,1080,PC,0,10,83,22,True,Xavier,68,False
31,25,1080,PC,0,10,83,15,True,Xavier,68,False
31,25,1080,PC,0,10,83,23,True,Xavier,68,False
31,25,1080,PC,0,10,83,23,True,Xavier,68,False
31,25,1080,PC,0,10,83,18,True,Xavier,68,False
31,25,1080,PC,1,10,83,17,True,Xavier,68,False
31,25,1080,PC,2,10,84,17,True,Xavier,68,False
31,25,1080,PC,3,10,85,21,True,Xavier,68,False
30,25,1080,PC,0,10,83,21,True,Xavier,67,False
31,25,1080,PC,0,10,83,13,True,Xavier,68,False
30,25,1080,PC,0,10,83,24,True,Xavier,67,False
15,25,1080,PC,0,10,83,24,True,Xavier,52,False
31,25,1080,PC,0,10,83,13,True,Xavier,68,False
31,25,1080,PC,1,10,83,21,True,Xavier,68,False
31,25,1080,PC,4,10,86,14,True,Xavier,68,False
31,25,1080,PC,0,10,83,14,True,Xavier,68,False
31,25,1080,PC,0,10,83,21,True,Xavier,68,False
31,25,1080,PC,0,10,83,21,True,Xavier,68,False
31,25,1080,PC,0,10,83,16,True,Xavier,68,False
31,25,1080,PC,0,10,83,23,True,Xavier,68,False
30,25,1080,PC,0,10,83,23,True,Xavier,67,False
31,25,1080,PC,2,10,84,13,True,Xavier,68,False
31,25,1080,PC,4,10,86,22,True,Xavier,68,False
31,25,1080,PC,0,10,83,22,True,Xavier,68,False
31,25,1080,PC,1,10,83,13,True,Xavier,68,False
32,25,1080,PC,1,10,83,24,True,Xavier,69,False
31,25,1080,PC,0,10,83,24,True,Xavier,68,False
15,25,1080,PC,0,10,83,16,True,Xavier,52,False
30,25,1080,PC,1,10,83,20,True,Xavier,67,False
31,25,1080,PC,3,10,85,20,True,Xavier,68,False
31,25,1080,PC,3,10,85,11,True,Xavier,68,False
31,25,1080,PC,1,10,83,23,True,Xavier,68,False
30,25,1080,PC,1,10,83,23,True,Xavier,67,False
30,25,1080,PC,2,10,84,14,True,Xavier,67,False
31,25,1080,PC,0,10,83,23,True,Xavier,68,False
31,25,1080,PC,0,10,83,23,True,Xavier,68,False
30,25,1080,PC,1,10,83,12,True,Xavier,67,False
31,25,1080,PC,4,10,86,23,True,Xavier,68,False
31,25,1080,PC,0,10,83,23,True,Xavier,68,False
30,25,1080,PC,0,10,83,14,True,Xavier,67,False
31,25,1080,PC,0,10,83,24,True,Xavier,68,False
30,25,1080,PC,0,10,83,24,True,Xavier,67,False
31,25,1080,PC,1,10,83,18,True,Xavier,68,False
30,25,1080,PC,0,10,83,17,True,Xavier,67,False
31,25,1080,PC,0,10,83,17,True,Xavier,68,False
31,25,1080,PC,4,10,86,15,True,Xavier,68,False
31,25,1080,PC,0,10,83,20,True,Xavier,68,False
30,25,1080,PC,0,10,83,20,True,Xavier,67,False
31,25,1080,PC,2,10,84,21,True,Xavier,68,False
30,25,1080,PC,0,10,83,21,True,Xavier,67,False
31,25,1080,PC,0,10,83,17,True,Xavier,68,False
